id	approved	datestart	dateend	label	name	shortname	hashtag	homepage	presentation form	onlinebanner	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Edition’s Topic	Technologies in use	Online Interactivity	Technical Liberties	Timezone	Twitter	Mastodon	Telegram	Git*	Instagram	LinkedIn	Facebook	Youtube		cancelled	replacement	replaces	cancellation_description
21235		20210205	20210205	The EU Open Source Policy Summit	The EU Open Source Policy Summit 2021			https://openforumeurope.org/event/policy-summit-2021/	online				On the internet					<p>The EU Open Source Policy Summit 2021 aims to build bridges and encourage exchanges between the vast Open Source community and European policymakers.<p></p>At this virtual event, we will hear representatives from the many stakeholders working at the intersection of politics and technology. We look forward to convening this conversation at this critical juncture as discussions of Open Source move into a deeper understanding of the strategic role Open Source software and hardware will play in Europe’s digital future.</p>			Business Event		?	https://openforumeurope.org/event/policy-summit-2021/#register-os-policysummit		EN	OpenForum Europe, Linux Foundation																					
21236		20210308	20210314	Mozilla Festival	Mozilla Festival 2021		MozFest	https://www.mozillafestival.org/en/	online				On the internet					<p>MozFest is a unique hybrid: part art, tech and society convening, part maker festival, and the premiere gathering for activists in diverse global movements fighting for a more humane digital world.</p><p>Over the last ten years, MozFest has fueled the movement to ensure the internet benefits humanity, rather than harms it. As the festival matures and moves online for this year, we’ll remain focused in our work to build a healthier internet and more Trustworthy AI. Save the date for MozFest 2021 where the brightest minds and most ambitious ideas from the internet health movement will come together under one roof.</p>			Community Event, Festival	Mozilla	?	yes	More than 3000	EN	Mozilla Foundation																					
21237		20210402	20210405	Reboot to Respawn	Reboot to Respawn (r2r)		r2r	https://di.c3voc.de/r2r:start	online	/img/eventbanners/2021/2021-ReboottoRespawn-rocket.png 			On the internet					<p>It is a very dangerous game we’re playing on our planet, and although we seem to realize, at least from time to time, that we’re destroying the planet, we still keep pressing “continue”. The media are only talking about the pandemic and if and when the next vaccinations are due. At the same time the general impression is that if only this pandemic was over then everything would be just fine again. But we know better: The Climate Crisis is looming large, and it’s a much greater danger, for which there will be no vaccination available, whichever way, nor will any simple lockdown help. No, the only thing that will help is a full reboot – politically, economically, socially and culturally. We only have this one planet as our hardware, and our life support is running low.</p><p>To be honest, the argument if we should be doing something about this is concluded. What we need now is to talk about what to do, and when and how to do it. Which brings us to the theme of this Easter time DiVOC “Reboot to Respawn”.</p><p>Accordingly, we’re particularly looking forward to submissions that deal with tangible proposals. We’re talking social themes here, but also traffic and city planning, economy and work, the environment in general and the agroindustrial complex in particular, and which technical solutions we could use to hack them. And that includes, of course, art and cultural aspects, because we’re in need of those, too, so we’re also looking for submissions in this field.</p><p>>And of course we’re still the Chaos, and part of our own culture are submissions on printers on fire, on blinking lights, on toots, tweets, honks and waving cats. Even in the darkest hours of the pandemic we want to have fun with our devices, we want to socialize and hack together and show each other the cool stuff we’ve been doing.</p><p>That goes particularly well with some good music, so give us your proposals and your music lists, so we can relax in the lounge or maybe do some after-work shakin’ …</p><p>So long, and thanks for all the fish.</p>	20210227	https://pretalx.c3voc.de/divoc-reboot-to-respawn-2021/cfp	Community Event, Festival		?	?	?	DE	Chaos Computer Club								UTC+2													
21238		20210614	20210617	Berlin Buzzwords	Berlin Buzzwords	bbuzz	bbuzz	https://2021.berlinbuzzwords.de/	online	/img/eventbanners/2021/2021-berlin-buzzwords.png 			On the internet				https://2021.berlinbuzzwords.de/code-conduct	<p>Berlin Buzzwords is Germany's most exciting conference on storing, processing, streaming and searching large amounts of digital data, with a focus on open source software projects.</p>	20210221	https://2021.berlinbuzzwords.de/news/call-paper-now-open	Community Event		49 Euro	yes	?	EN	plain Schwarz UG									https://twitter.com/berlinbuzzwords					https://www.linkedin.com/showcase/berlin-buzzwords							
21239		20210615	20210617	stackconf	stackconf			https://stackconf.eu/	online	/img/eventbanners/2021/2021-stackconf.png			On the internet				https://stackconf.eu/code-of-conduct/	<p><b>stackconf online 2021</b></p><p><b>The Open Source Infrastructure Conference</b></p><p>Innovative technologies, presentations, live chatsGet to know innovative solutions in the spectrum of container, hybrid and cloud technologies and learn what will shape the future of open source infrastructures. Follow the streamed presentations of renown experts and ask your questions directly via live chat. Network with participants from all over the world. stackconf online will take place from June 15 – 17, 2021. Join us live!</p>			Business Event		None	https://stackconf.eu/tickets/	> 100	EN	NETWAYS Event Services GmbH			B1 Systems, NETWAYS Web Services, Linux Magazin					UTC+2	https://twitter.com/search?q=stackconf												
21240		20210618	20210620	openSUSE Summit Dublin	openSUSE Summit Dublin	openSUSE Summit		https://events.opensuse.org/conferences/oSVC21	online									The openSUSE Conference begins Friday, May 24, at 10 a.m. and will finish on Sunday, May 26. The openSUSE Conference is the annual openSUSE community event that brings people from around the world together to meet and collaborate. The organized talks, workshops, and BoF sessions provide a framework around more casual meet ups and hack sessions. A party here and there provides the time to relax and have fun, making connections on a more personal level.	20210504	https://events.opensuse.org/conferences/oSVC21	Project Event	OpenSUSE,Dublin	?	https://events.opensuse.org/conferences/oSVC21#registration	?	EN	OpenSUSE									https://twitter.com/opensuse												
21241		20210916	20210919	EuroBSDCon	EuroBSDCon			https://2021.eurobsdcon.org/			Vienna	AT	TU Wien Campus Gußhaus	https://www.openstreetmap.org/relation/2650012	48.19603	16.36992		<p>We will attempt to run EuroBSDCon Vienna in September 2021. As the world is still in an unusual state the dates below should be taken to be aspirational rather than set in stone.</p>	20210526	https://2021.eurobsdcon.org/about/cfp/	Project Event	BSD	?			EN																						
21242		20211025	20211028	EclipseCon	EclipseCon 2021	EclipseCon		https://www.eclipsecon.org/2021	online				On the Internet					<p>EclipseCon is the leading conference for developers, architects, and open source business leaders to learn about Eclipse technologies, share best practices, and more. EclipseCon is our biggest event of the year and connects the Eclipse ecosystem and the industry’s leading minds to explore common challenges and innovate together on open source runtimes, tools, and frameworks for cloud and edge applications, IoT, artificial intelligence, connected vehicles and transportation, digital ledger technologies, and much more.</p>	20210615	https://www.eclipsecon.org/2021/cfp	Project Event	Eclipse	Zero	Yes		EN	Eclipse Foundation									https://twitter.com/EclipseFdn					https://www.linkedin.com/company/eclipse-foundation	https://www.facebook.com/eclipse.org	https://www.youtube.com/user/EclipseFdn					
21243		20210628	20210711	THX 2021	THX 2021	THX 2021		https://ps.zoethical.org/t/invitation-a-thx-2021/4710/2	offline	/img/eventbanners/2021/2021-thx.png 	Ziordia	ES	Amarauna	https://www.openstreetmap.org/way/435184395#map=17/42.87036493420601/-2.2241199016571045	42.8703	-2.2228		<p>THX welcomes us at the intersection of worlds to share our practices of writing for care and creation, small singularities engage the question of collective practices – no technology can replace the word and the attention paid to oneself and to others – and in particular this year those of mycorrhizal alliances: how to compose transversal experiences of perennial mutual aid in spite of divergences and unsurpassable power relationships, in spite of the hiatus between resistant modes of organization and constrained and submissive digital practices, in spite of (or thanks to) the frictions that cross us and the world…</p><p>Les petites singularités - Berezitasun txikiak - invites you to continue the work done last year around Prendre Soin by integrating it into this third techno-landscape that we have been raving about for three years. This is a two-week writing residency[1] with a double objective : to create a publication on the model of Software Freedom Your Way and Prendre Soin, that is to say a 64-page booklet that fits in your pocket, with excerpts of various texts and links to their complete versions and associated online discussions; and then we want to create an object, a hyper-book, which will be published later, with numerous contributions, and in a new format that will allow us to keep an overview of the work, direct access to the references, and allow for a non-linear reading.</p>			Community Event	Prendre Soin	<p>It is necessary to count about twenty euro per day of presence plus the food. Here again, we will create a solidarity fund to facilitate the participation of all. If you have a special diet, please indicate it so that we can adapt the collective kitchen to your needs.</p>	Yes	15	FR	Petites Singularités	<ul><li>Children are welcome and we will be able to take care of them collectively if necessary.</li><li>Due to the uncertainty of the international health situation, we recommend that you follow the information about yourself.</li></ul>	2019		<p>Caught in the web, in love with stars…</p>				UTC+2													
21244		20210910	20210912	There is no Camp!	There is no Camp!	There is no Camp!	dc3	https://thereisno.camp/	offline	/img/eventbanners/2021/2021-dc3.png 	Decentralised	DE						<p>Es wird dezentral gecampt werden :) Chaosknoten mit Kabelenden, die in verschiedene Zelte führen #dc3</p><p>Die Idee ist einfach: ein paar Menschen aus dem weiteren Club Umfeld würden gerne campen gehen. Da Cortana Corona dafür gesorgt hat, dass größere Veranstaltungen und Camps auch in diesem Jahr nicht - oder sehr eingeschränkt - stattfinden können, gibt es die Idee, dass einfach alle koordiniert an einem Wochenende Ihre Zelte, Camper und Campingstühle irgendwo für sich aufstellen. Sei es mit Eurer Family im Garten, sei es mit der bevorzugten Infektionsgemeinschaft (aka Knuffelkontakt) auf einem Campingplatz, sei es in der Wildnis irgendwo auf der Welt… Hauptsache Ihr seid draußen und habt Internet :) Dann können wir uns alle virtuell besuchen gehen und am Lagerfeuer via BBB / Jitsi / * zusammensitzen.</p><p>#thereisnocamp </p>			Camping, Community Event	CCC	zero	no	First Edition	DE	Chaos Computer Club	DIY Camp: People can camp wherever they like and participate in the stream	2021		Wir müssen auseinanderhalten!	To be defined.	To be defined.	To be defined.	UTC+2													
